订单ID,用户ID,下单时间,商品类别,商品数量,订单金额,用户评分,是否会员,年份,月份,日期,星期,小时
ORD_001153,USER_0189,2024-01-05 12:01:00,电子产品,2,2477.74,3.0,是,2024,1,2024-01-05,4,12
ORD_001154,USER_0170,2024-03-12 21:35:00,电子产品,4,4728.01,1.0,是,2024,3,2024-03-12,1,21
ORD_001155,USER_0306,2024-03-29 19:34:00,家居用品,4,1225.81,4.0,否,2024,3,2024-03-29,4,19
ORD_001156,USER_0056,2024-02-07 09:44:00,运动户外,2,3240.96,5.0,是,2024,2,2024-02-07,2,9
ORD_001157,USER_0275,2024-03-19 13:10:00,图书文具,2,65.19,5.0,否,2024,3,2024-03-19,1,13
ORD_001158,USER_0158,2024-04-06 09:38:00,图书文具,1,58.15,5.0,否,2024,4,2024-04-06,5,9
ORD_001159,USER_0017,2024-04-24 14:24:00,食品饮料,2,234.0,4.0,否,2024,4,2024-04-24,2,14
ORD_001160,USER_0114,2024-03-26 16:10:00,服装鞋帽,1,64.67,4.0,是,2024,3,2024-03-26,1,16
ORD_001161,USER_0097,2024-01-23 12:09:00,电子产品,2,4728.01,4.0,否,2024,1,2024-01-23,1,12
ORD_001162,USER_0140,2024-02-11 22:06:00,服装鞋帽,1,698.9,4.0,否,2024,2,2024-02-11,6,22
ORD_001163,USER_0314,2024-03-18 14:35:00,电子产品,2,4579.12,1.0,否,2024,3,2024-03-18,0,14
ORD_001164,USER_0226,2024-01-07 15:48:00,运动户外,3,4728.01,5.0,否,2024,1,2024-01-07,6,15
ORD_001165,USER_0217,2024-04-11 11:55:00,电子产品,3,3949.89,5.0,否,2024,4,2024-04-11,3,11
ORD_001166,USER_0317,2024-03-19 20:21:00,家居用品,4,1433.25,5.0,否,2024,3,2024-03-19,1,20
ORD_001167,USER_0266,2024-01-15 19:35:00,食品饮料,2,27.38,1.0,否,2024,1,2024-01-15,0,19
ORD_001168,USER_0031,2024-04-05 13:14:00,电子产品,1,2649.11,4.0,否,2024,4,2024-04-05,4,13
ORD_001169,USER_0032,2024-02-10 11:22:00,电子产品,2,4728.01,4.0,否,2024,2,2024-02-10,5,11
ORD_001170,USER_0069,2024-01-20 10:08:00,家居用品,4,1788.6,5.0,否,2024,1,2024-01-20,5,10
ORD_001171,USER_0104,2024-02-29 13:58:00,家居用品,3,721.31,3.0,是,2024,2,2024-02-29,3,13
ORD_001172,USER_0100,2024-04-03 13:24:00,运动户外,3,2409.68,5.0,否,2024,4,2024-04-03,2,13
ORD_001173,USER_0299,2024-04-13 13:06:00,食品饮料,4,711.55,5.0,是,2024,4,2024-04-13,5,13
ORD_001174,USER_0157,2024-03-02 16:06:00,电子产品,2,4728.01,5.0,否,2024,3,2024-03-02,5,16
ORD_001175,USER_0261,2024-01-29 13:16:00,家居用品,2,292.49,5.0,否,2024,1,2024-01-29,0,13
ORD_001176,USER_0223,2024-01-08 10:45:00,美妆护肤,1,535.47,4.0,是,2024,1,2024-01-08,0,10
ORD_001177,USER_0265,2024-02-18 18:04:00,电子产品,1,3151.48,5.0,否,2024,2,2024-02-18,6,18
ORD_001178,USER_0050,2024-01-30 11:13:00,服装鞋帽,2,1116.79,4.0,是,2024,1,2024-01-30,1,11
ORD_001179,USER_0274,2024-02-15 18:33:00,运动户外,4,1810.2,4.0,否,2024,2,2024-02-15,3,18
ORD_001180,USER_0010,2024-03-03 09:36:00,电子产品,1,3808.95,5.0,是,2024,3,2024-03-03,6,9
ORD_001181,USER_0160,2024-04-02 15:07:00,电子产品,2,4728.01,4.0,否,2024,4,2024-04-02,1,15
ORD_001182,USER_0203,2024-03-26 15:24:00,服装鞋帽,2,1155.47,3.0,是,2024,3,2024-03-26,1,15
ORD_001183,USER_0003,2024-02-12 10:29:00,服装鞋帽,1,582.46,4.0,是,2024,2,2024-02-12,0,10
ORD_001184,USER_0242,2024-03-31 10:31:00,电子产品,1,1667.4,1.0,否,2024,3,2024-03-31,6,10
ORD_001185,USER_0192,2024-02-11 20:23:00,运动户外,3,2507.52,4.0,否,2024,2,2024-02-11,6,20
ORD_001186,USER_0229,2024-03-08 21:17:00,家居用品,3,655.67,4.0,否,2024,3,2024-03-08,4,21
ORD_001187,USER_0334,2024-03-26 15:29:00,图书文具,2,261.13,1.0,是,2024,3,2024-03-26,1,15
ORD_001188,USER_0255,2024-03-16 15:46:00,家居用品,4,528.65,5.0,是,2024,3,2024-03-16,5,15
ORD_001189,USER_0061,2024-03-25 20:41:00,服装鞋帽,1,930.02,4.0,否,2024,3,2024-03-25,0,20
ORD_001190,USER_0129,2024-03-06 09:56:00,食品饮料,3,444.88,5.0,是,2024,3,2024-03-06,2,9
ORD_001191,USER_0082,2024-01-26 17:35:00,美妆护肤,3,537.48,4.0,是,2024,1,2024-01-26,4,17
ORD_001192,USER_0096,2024-03-28 10:37:00,运动户外,2,1807.39,5.0,否,2024,3,2024-03-28,3,10
ORD_001193,USER_0168,2024-02-16 13:01:00,电子产品,2,4728.01,1.0,否,2024,2,2024-02-16,4,13
ORD_001194,USER_0160,2024-02-14 21:05:00,服装鞋帽,4,622.88,5.0,是,2024,2,2024-02-14,2,21
ORD_001195,USER_0258,2024-02-08 18:31:00,图书文具,3,191.17,5.0,否,2024,2,2024-02-08,3,18
ORD_001196,USER_0050,2024-01-12 12:00:00,服装鞋帽,4,930.02,4.0,是,2024,1,2024-01-12,4,12
ORD_001197,USER_0358,2024-04-28 22:24:00,家居用品,3,162.85,4.0,否,2024,4,2024-04-28,6,22
ORD_001198,USER_0094,2024-02-14 20:13:00,运动户外,4,4728.01,4.0,否,2024,2,2024-02-14,2,20
ORD_001199,USER_0128,2024-01-14 13:06:00,图书文具,3,305.5,4.0,否,2024,1,2024-01-14,6,13
ORD_001200,USER_0001,2024-03-08 22:20:00,家居用品,3,1318.12,4.0,否,2024,3,2024-03-08,4,22
