用户ID,订单时间,商品类别,单价,数量,订单金额,评分,支付方式,日期,月份,星期,小时
USER_0042,2023-01-19 10:36:29,食品饮料,153.98,1,153.98,3.0,支付宝,2023-01-19,2023-01,Thursday,10
USER_0546,2023-02-22 17:07:17,运动户外,1240.21,5,6201.05,4.0,支付宝,2023-02-22,2023-02,Wednesday,17
USER_0259,2023-03-31 16:58:57,食品饮料,28.92,4,115.68,1.0,微信支付,2023-03-31,2023-03,Friday,16
USER_0485,2023-03-27 20:01:36,服装鞋帽,688.21,4,2752.84,3.0,微信支付,2023-03-27,2023-03,Monday,20
USER_0397,2023-01-05 19:09:51,家居用品,157.35,2,314.7,3.0,支付宝,2023-01-05,2023-01,Thursday,19
USER_0040,2023-01-28 11:14:47,电子产品,1927.7,4,6641.0175,3.0,微信支付,2023-01-28,2023-01,Saturday,11
USER_0421,2023-01-23 21:20:47,服装鞋帽,382.12,5,1910.6,5.0,支付宝,2023-01-23,2023-01,Monday,21
USER_0144,2023-04-04 21:03:39,食品饮料,13.99,4,55.96,1.0,支付宝,2023-04-04,2023-04,Tuesday,21
USER_0256,2023-04-22 09:27:08,食品饮料,183.51,3,550.53,4.0,支付宝,2023-04-22,2023-04,Saturday,9
USER_0226,2023-03-18 15:41:44,家居用品,382.5,4,1530.0,5.0,微信支付,2023-03-18,2023-03,Saturday,15
USER_0071,2023-02-25 17:07:36,运动户外,449.36,5,2246.8,5.0,支付宝,2023-02-25,2023-02,Saturday,17
USER_0182,2023-02-20 18:11:53,图书音像,135.7,1,135.7,5.0,支付宝,2023-02-20,2023-02,Monday,18
USER_0420,2023-04-11 11:08:52,电子产品,2294.88875,2,6641.0175,3.0,微信支付,2023-04-11,2023-04,Tuesday,11
USER_0425,2023-02-14 10:14:27,电子产品,386.44,2,772.88,3.0,支付宝,2023-02-14,2023-02,Tuesday,10
USER_0368,2023-04-01 16:34:45,运动户外,345.9,4,1383.6,4.0,微信支付,2023-04-01,2023-04,Saturday,16
USER_0199,2023-03-28 10:48:23,电子产品,2294.88875,3,6641.0175,4.0,微信支付,2023-03-28,2023-03,Tuesday,10
USER_0380,2023-03-31 17:46:12,运动户外,940.93,4,3763.72,4.0,支付宝,2023-03-31,2023-03,Friday,17
USER_0214,2023-04-23 14:49:56,图书音像,96.83,5,484.15,2.0,支付宝,2023-04-23,2023-04,Sunday,14
USER_0044,2023-01-31 18:22:53,食品饮料,20.38,5,101.9,5.0,支付宝,2023-01-31,2023-01,Tuesday,18
USER_0145,2023-04-24 13:12:18,服装鞋帽,194.51,4,778.04,2.0,微信支付,2023-04-24,2023-04,Monday,13
USER_0019,2023-04-19 20:06:56,电子产品,1730.37,5,6641.0175,5.0,支付宝,2023-04-19,2023-04,Wednesday,20
USER_0042,2023-02-10 21:38:04,食品饮料,58.4,3,175.2,4.0,微信支付,2023-02-10,2023-02,Friday,21
USER_0193,2023-04-02 09:38:13,电子产品,292.87,5,1464.35,1.0,支付宝,2023-04-02,2023-04,Sunday,9
USER_0574,2023-04-05 12:39:37,食品饮料,65.15,5,325.75,4.0,微信支付,2023-04-05,2023-04,Wednesday,12
USER_0446,2023-04-03 19:48:35,食品饮料,83.95,1,83.95,5.0,微信支付,2023-04-03,2023-04,Monday,19
USER_0219,2023-01-21 20:15:55,运动户外,148.49,1,148.49,4.0,银行卡,2023-01-21,2023-01,Saturday,20
USER_0530,2023-02-16 14:56:28,美妆护肤,360.32,2,720.64,4.0,微信支付,2023-02-16,2023-02,Thursday,14
USER_0552,2023-03-08 17:44:37,电子产品,464.24,2,928.48,2.0,支付宝,2023-03-08,2023-03,Wednesday,17
USER_0368,2023-03-28 14:50:52,食品饮料,182.82,2,365.64,1.0,银行卡,2023-03-28,2023-03,Tuesday,14
USER_0504,2023-01-07 14:41:41,图书音像,161.88,2,323.76,1.0,支付宝,2023-01-07,2023-01,Saturday,14
USER_0019,2023-01-17 13:38:17,服装鞋帽,453.67,4,1814.68,4.0,支付宝,2023-01-17,2023-01,Tuesday,13
USER_0388,2023-04-12 17:04:29,食品饮料,124.62,3,373.86,3.0,支付宝,2023-04-12,2023-04,Wednesday,17
USER_0146,2023-02-11 17:18:11,电子产品,2294.88875,1,4274.05,5.0,微信支付,2023-02-11,2023-02,Saturday,17
USER_0288,2023-01-09 20:23:59,美妆护肤,296.71,4,1186.84,3.0,微信支付,2023-01-09,2023-01,Monday,20
USER_0433,2023-04-19 09:09:46,电子产品,1008.5,2,2017.0,3.0,微信支付,2023-04-19,2023-04,Wednesday,9
USER_0027,2023-04-02 10:58:38,运动户外,526.09,2,1052.18,4.0,支付宝,2023-04-02,2023-04,Sunday,10
USER_0402,2023-02-07 19:08:58,家居用品,150.69,2,301.38,4.0,支付宝,2023-02-07,2023-02,Tuesday,19
USER_0158,2023-01-04 15:19:24,运动户外,363.24,4,1452.96,3.0,支付宝,2023-01-04,2023-01,Wednesday,15
USER_0311,2023-03-09 16:24:00,美妆护肤,43.0,4,172.0,5.0,支付宝,2023-03-09,2023-03,Thursday,16
USER_0358,2023-01-12 15:17:01,服装鞋帽,482.41,4,1929.64,5.0,支付宝,2023-01-12,2023-01,Thursday,15
USER_0479,2023-04-25 20:58:54,食品饮料,11.48,5,57.4,4.0,微信支付,2023-04-25,2023-04,Tuesday,20
USER_0418,2023-02-13 14:49:36,食品饮料,51.34,2,102.68,3.0,支付宝,2023-02-13,2023-02,Monday,14
USER_0509,2023-03-17 21:47:16,家居用品,558.46,1,558.46,2.0,支付宝,2023-03-17,2023-03,Friday,21
USER_0325,2023-04-06 18:08:26,食品饮料,36.47,3,109.41,5.0,支付宝,2023-04-06,2023-04,Thursday,18
USER_0324,2023-04-11 16:47:53,服装鞋帽,250.84,5,1254.2,4.0,微信支付,2023-04-11,2023-04,Tuesday,16
USER_0141,2023-01-27 14:16:35,服装鞋帽,95.68,1,95.68,5.0,微信支付,2023-01-27,2023-01,Friday,14
USER_0066,2023-02-21 20:42:58,美妆护肤,165.97,3,497.91,5.0,微信支付,2023-02-21,2023-02,Tuesday,20
USER_0396,2023-03-29 13:19:38,图书音像,60.53,4,242.12,4.0,微信支付,2023-03-29,2023-03,Wednesday,13
USER_0353,2023-02-26 16:53:15,食品饮料,10.39,2,20.78,3.0,微信支付,2023-02-26,2023-02,Sunday,16
USER_0117,2023-02-25 18:41:51,食品饮料,19.72,5,98.6,3.0,支付宝,2023-02-25,2023-02,Saturday,18
USER_0447,2023-02-01 12:56:33,服装鞋帽,397.99,1,397.99,3.0,支付宝,2023-02-01,2023-02,Wednesday,12
USER_0326,2023-01-23 19:45:05,服装鞋帽,724.81,4,2899.24,4.0,支付宝,2023-01-23,2023-01,Monday,19
USER_0584,2023-02-06 09:51:32,食品饮料,110.45,5,552.25,1.0,微信支付,2023-02-06,2023-02,Monday,9
USER_0479,2023-03-05 18:14:41,服装鞋帽,799.29,3,2397.87,3.0,支付宝,2023-03-05,2023-03,Sunday,18
USER_0514,2023-04-04 21:40:15,电子产品,2294.88875,5,6641.0175,5.0,微信支付,2023-04-04,2023-04,Tuesday,21
USER_0189,2023-04-01 18:44:26,电子产品,2279.71,3,6641.0175,5.0,支付宝,2023-04-01,2023-04,Saturday,18
USER_0471,2023-04-02 10:52:14,食品饮料,106.33,5,531.65,4.0,微信支付,2023-04-02,2023-04,Sunday,10
USER_0179,2023-02-08 12:02:55,服装鞋帽,748.0,2,1496.0,1.0,支付宝,2023-02-08,2023-02,Wednesday,12
USER_0021,2023-02-08 14:45:01,电子产品,2294.88875,1,4127.01,4.0,微信支付,2023-02-08,2023-02,Wednesday,14
USER_0291,2023-01-31 20:38:00,运动户外,906.3,3,2718.9,1.0,支付宝,2023-01-31,2023-01,Tuesday,20
USER_0126,2023-04-18 21:09:04,运动户外,954.06,2,1908.12,5.0,支付宝,2023-04-18,2023-04,Tuesday,21
USER_0502,2023-03-26 09:46:05,运动户外,1963.04,2,3926.08,4.0,微信支付,2023-03-26,2023-03,Sunday,9
USER_0346,2023-04-12 20:25:07,服装鞋帽,550.2,5,2751.0,2.0,支付宝,2023-04-12,2023-04,Wednesday,20
USER_0047,2023-04-05 21:55:15,食品饮料,24.62,2,49.24,4.0,支付宝,2023-04-05,2023-04,Wednesday,21
USER_0358,2023-02-15 17:10:07,电子产品,2294.88875,5,6641.0175,3.0,支付宝,2023-02-15,2023-02,Wednesday,17
USER_0448,2023-04-30 12:07:57,家居用品,642.92,1,642.92,4.0,支付宝,2023-04-30,2023-04,Sunday,12
USER_0394,2023-01-29 14:15:35,电子产品,1002.82,1,1002.82,2.0,微信支付,2023-01-29,2023-01,Sunday,14
USER_0412,2023-02-17 14:30:13,图书音像,117.45,3,352.35,3.0,支付宝,2023-02-17,2023-02,Friday,14
USER_0541,2023-02-20 09:42:27,食品饮料,150.92,2,301.84,4.0,支付宝,2023-02-20,2023-02,Monday,9
USER_0283,2023-02-27 10:24:08,运动户外,1927.33,4,6641.0175,4.0,支付宝,2023-02-27,2023-02,Monday,10
USER_0125,2023-03-08 14:57:05,美妆护肤,53.98,2,107.96,4.0,支付宝,2023-03-08,2023-03,Wednesday,14
USER_0404,2023-04-13 16:47:19,家居用品,334.74,4,1338.96,5.0,银行卡,2023-04-13,2023-04,Thursday,16
USER_0105,2023-04-21 11:45:54,电子产品,1253.38,2,2506.76,4.0,支付宝,2023-04-21,2023-04,Friday,11
USER_0536,2023-03-15 11:23:27,电子产品,1119.72,3,3359.16,5.0,支付宝,2023-03-15,2023-03,Wednesday,11
USER_0271,2023-04-08 19:00:14,食品饮料,183.21,5,916.05,5.0,银行卡,2023-04-08,2023-04,Saturday,19
USER_0482,2023-04-13 17:41:49,食品饮料,57.94,1,1110.13,5.0,微信支付,2023-04-13,2023-04,Thursday,17
USER_0176,2023-03-20 10:40:06,电子产品,2294.88875,4,6641.0175,4.0,微信支付,2023-03-20,2023-03,Monday,10
USER_0188,2023-02-25 11:47:29,电子产品,804.95,2,1609.9,2.0,微信支付,2023-02-25,2023-02,Saturday,11
USER_0325,2023-02-20 14:23:42,美妆护肤,423.21,4,1692.84,4.0,银行卡,2023-02-20,2023-02,Monday,14
USER_0181,2023-03-23 10:15:40,服装鞋帽,222.05,4,888.2,3.0,微信支付,2023-03-23,2023-03,Thursday,10
USER_0039,2023-01-29 14:25:20,服装鞋帽,432.89,1,432.89,3.0,支付宝,2023-01-29,2023-01,Sunday,14
USER_0176,2023-04-20 19:32:34,电子产品,745.85,2,1491.7,5.0,支付宝,2023-04-20,2023-04,Thursday,19
USER_0211,2023-04-11 10:15:03,家居用品,447.24,3,1341.72,4.0,微信支付,2023-04-11,2023-04,Tuesday,10
USER_0506,2023-04-16 18:42:16,图书音像,63.08,4,252.32,4.0,支付宝,2023-04-16,2023-04,Sunday,18
USER_0009,2023-03-03 17:28:49,美妆护肤,143.43,5,717.15,5.0,微信支付,2023-03-03,2023-03,Friday,17
USER_0260,2023-03-23 10:56:48,美妆护肤,132.82,3,398.46,4.0,微信支付,2023-03-23,2023-03,Thursday,10
USER_0320,2023-04-12 21:41:17,运动户外,395.84,1,395.84,1.0,支付宝,2023-04-12,2023-04,Wednesday,21
USER_0462,2023-04-07 20:51:36,电子产品,2294.88875,5,6641.0175,4.0,银行卡,2023-04-07,2023-04,Friday,20
USER_0234,2023-02-01 09:02:29,电子产品,2294.88875,5,6641.0175,3.0,支付宝,2023-02-01,2023-02,Wednesday,9
USER_0386,2023-03-03 11:45:03,服装鞋帽,174.9,1,174.9,5.0,支付宝,2023-03-03,2023-03,Friday,11
USER_0172,2023-03-05 20:46:01,电子产品,1598.88,2,3197.76,4.0,微信支付,2023-03-05,2023-03,Sunday,20
USER_0383,2023-03-30 10:36:29,电子产品,1871.55,5,6641.0175,4.0,支付宝,2023-03-30,2023-03,Thursday,10
USER_0313,2023-01-24 13:05:42,服装鞋帽,718.27,4,2873.08,5.0,微信支付,2023-01-24,2023-01,Tuesday,13
USER_0354,2023-03-31 10:20:35,电子产品,181.69,3,545.07,5.0,支付宝,2023-03-31,2023-03,Friday,10
USER_0491,2023-01-30 16:33:56,图书音像,54.62,3,163.86,5.0,支付宝,2023-01-30,2023-01,Monday,16
USER_0328,2023-03-24 15:26:39,家居用品,452.23,2,904.46,4.0,支付宝,2023-03-24,2023-03,Friday,15
USER_0167,2023-03-01 17:32:18,运动户外,574.92,2,1149.84,5.0,支付宝,2023-03-01,2023-03,Wednesday,17
USER_0072,2023-01-05 18:27:52,美妆护肤,219.5,5,1097.5,3.0,支付宝,2023-01-05,2023-01,Thursday,18
USER_0018,2023-04-24 13:29:25,服装鞋帽,796.73,1,796.73,4.0,支付宝,2023-04-24,2023-04,Monday,13
USER_0369,2023-01-06 10:37:41,家居用品,598.65,2,1197.3,4.0,支付宝,2023-01-06,2023-01,Friday,10
USER_0446,2023-01-29 18:05:13,服装鞋帽,764.2,3,2292.6,4.0,微信支付,2023-01-29,2023-01,Sunday,18
USER_0563,2023-01-23 15:39:49,运动户外,944.47,3,2833.41,3.0,支付宝,2023-01-23,2023-01,Monday,15
USER_0052,2023-01-02 17:12:33,家居用品,436.36,2,872.72,4.0,银行卡,2023-01-02,2023-01,Monday,17
USER_0432,2023-03-05 09:18:02,服装鞋帽,279.83,3,839.49,5.0,支付宝,2023-03-05,2023-03,Sunday,9
USER_0452,2023-03-10 09:26:27,家居用品,895.7,2,1791.4,2.0,支付宝,2023-03-10,2023-03,Friday,9
USER_0024,2023-04-09 14:35:10,家居用品,235.72,4,942.88,3.0,支付宝,2023-04-09,2023-04,Sunday,14
USER_0299,2023-03-21 18:48:31,服装鞋帽,303.88,3,911.64,1.0,支付宝,2023-03-21,2023-03,Tuesday,18
USER_0541,2023-03-08 18:13:24,电子产品,695.87,2,1391.74,4.0,支付宝,2023-03-08,2023-03,Wednesday,18
USER_0599,2023-01-21 17:00:20,运动户外,321.64,4,1286.56,4.0,支付宝,2023-01-21,2023-01,Saturday,17
USER_0429,2023-01-17 19:39:57,运动户外,1659.79,5,6641.0175,5.0,支付宝,2023-01-17,2023-01,Tuesday,19
USER_0267,2023-03-10 11:26:48,服装鞋帽,773.7,5,3868.5,3.0,银行卡,2023-03-10,2023-03,Friday,11
USER_0031,2023-01-11 15:56:01,家居用品,43.94,5,219.7,1.0,微信支付,2023-01-11,2023-01,Wednesday,15
USER_0389,2023-02-21 21:20:28,家居用品,823.6,1,823.6,4.0,微信支付,2023-02-21,2023-02,Tuesday,21
USER_0026,2023-03-11 17:56:02,家居用品,197.21,4,788.84,5.0,微信支付,2023-03-11,2023-03,Saturday,17
USER_0371,2023-02-04 20:29:04,食品饮料,60.58,3,181.74,1.0,微信支付,2023-02-04,2023-02,Saturday,20
USER_0468,2023-01-31 13:23:39,美妆护肤,83.59,4,334.36,4.0,微信支付,2023-01-31,2023-01,Tuesday,13
USER_0332,2023-03-18 21:41:38,图书音像,185.16,4,740.64,5.0,支付宝,2023-03-18,2023-03,Saturday,21
USER_0498,2023-03-28 10:12:59,服装鞋帽,641.69,5,3208.45,3.0,支付宝,2023-03-28,2023-03,Tuesday,10
USER_0169,2023-03-15 16:17:48,服装鞋帽,363.41,3,1090.23,1.0,支付宝,2023-03-15,2023-03,Wednesday,16
USER_0541,2023-01-23 13:13:14,食品饮料,164.78,1,164.78,5.0,支付宝,2023-01-23,2023-01,Monday,13
USER_0186,2023-01-14 21:19:29,运动户外,1011.32,1,1011.32,4.0,微信支付,2023-01-14,2023-01,Saturday,21
USER_0530,2023-03-14 09:31:53,食品饮料,55.28,5,276.4,5.0,微信支付,2023-03-14,2023-03,Tuesday,9
USER_0202,2023-03-29 13:10:26,美妆护肤,101.86,1,101.86,4.0,支付宝,2023-03-29,2023-03,Wednesday,13
USER_0272,2023-04-09 18:15:39,电子产品,1562.62,3,4687.86,4.0,支付宝,2023-04-09,2023-04,Sunday,18
USER_0288,2023-02-10 14:23:26,美妆护肤,118.87,5,594.35,5.0,支付宝,2023-02-10,2023-02,Friday,14
USER_0103,2023-04-07 15:00:36,电子产品,2294.88875,2,6641.0175,2.0,微信支付,2023-04-07,2023-04,Friday,15
USER_0506,2023-02-23 15:45:57,服装鞋帽,191.74,1,191.74,3.0,微信支付,2023-02-23,2023-02,Thursday,15
USER_0420,2023-02-27 16:44:53,美妆护肤,174.34,2,348.68,1.0,银行卡,2023-02-27,2023-02,Monday,16
USER_0137,2023-04-09 16:19:53,家居用品,80.46,3,1110.13,2.0,支付宝,2023-04-09,2023-04,Sunday,16
USER_0433,2023-04-22 15:35:29,服装鞋帽,163.45,5,817.25,3.0,支付宝,2023-04-22,2023-04,Saturday,15
USER_0541,2023-04-24 19:25:43,电子产品,601.43,2,1202.86,4.0,支付宝,2023-04-24,2023-04,Monday,19
USER_0059,2023-03-31 11:10:27,服装鞋帽,131.3,5,656.5,5.0,微信支付,2023-03-31,2023-03,Friday,11
USER_0562,2023-01-14 14:09:34,图书音像,51.48,3,154.44,4.0,支付宝,2023-01-14,2023-01,Saturday,14
USER_0078,2023-02-25 20:10:38,电子产品,2294.88875,5,6641.0175,5.0,支付宝,2023-02-25,2023-02,Saturday,20
USER_0480,2023-02-19 15:12:04,服装鞋帽,416.71,3,1250.13,4.0,微信支付,2023-02-19,2023-02,Sunday,15
USER_0243,2023-04-23 09:42:30,食品饮料,110.13,4,440.52,4.0,微信支付,2023-04-23,2023-04,Sunday,9
USER_0399,2023-01-23 21:16:31,电子产品,2294.88875,1,4853.57,1.0,支付宝,2023-01-23,2023-01,Monday,21
USER_0326,2023-04-25 16:05:26,电子产品,2294.88875,2,6641.0175,4.0,银行卡,2023-04-25,2023-04,Tuesday,16
USER_0214,2023-04-28 16:00:17,运动户外,458.15,4,1832.6,2.0,支付宝,2023-04-28,2023-04,Friday,16
USER_0470,2023-04-16 11:51:28,运动户外,993.2,4,3972.8,3.0,支付宝,2023-04-16,2023-04,Sunday,11
USER_0118,2023-04-19 13:07:03,服装鞋帽,629.63,2,1259.26,5.0,支付宝,2023-04-19,2023-04,Wednesday,13
USER_0007,2023-02-09 20:38:38,电子产品,2294.88875,4,6641.0175,2.0,支付宝,2023-02-09,2023-02,Thursday,20
USER_0364,2023-04-22 17:06:37,运动户外,1130.49,2,2260.98,3.0,银行卡,2023-04-22,2023-04,Saturday,17
USER_0595,2023-04-22 20:10:39,运动户外,1793.25,2,3586.5,5.0,微信支付,2023-04-22,2023-04,Saturday,20
USER_0058,2023-01-09 11:17:40,电子产品,2294.88875,4,6641.0175,5.0,微信支付,2023-01-09,2023-01,Monday,11
USER_0039,2023-04-29 19:39:09,服装鞋帽,462.41,5,2312.05,4.0,微信支付,2023-04-29,2023-04,Saturday,19
USER_0394,2023-03-24 14:02:36,图书音像,171.66,3,514.98,4.0,支付宝,2023-03-24,2023-03,Friday,14
USER_0221,2023-04-04 10:08:46,电子产品,2294.88875,5,6641.0175,4.0,微信支付,2023-04-04,2023-04,Tuesday,10
USER_0006,2023-04-18 16:44:18,食品饮料,21.86,5,109.3,4.0,支付宝,2023-04-18,2023-04,Tuesday,16
USER_0569,2023-02-11 10:08:55,美妆护肤,482.93,4,1931.72,5.0,微信支付,2023-02-11,2023-02,Saturday,10
USER_0323,2023-03-03 15:45:23,服装鞋帽,63.29,3,189.87,5.0,微信支付,2023-03-03,2023-03,Friday,15
USER_0302,2023-02-07 16:53:36,服装鞋帽,325.51,4,1302.04,4.0,微信支付,2023-02-07,2023-02,Tuesday,16
USER_0161,2023-02-16 12:53:15,服装鞋帽,306.64,5,1533.2,3.0,微信支付,2023-02-16,2023-02,Thursday,12
USER_0197,2023-01-10 14:55:50,食品饮料,113.69,2,227.38,4.0,微信支付,2023-01-10,2023-01,Tuesday,14
USER_0233,2023-03-08 19:11:09,电子产品,284.07,4,1136.28,5.0,微信支付,2023-03-08,2023-03,Wednesday,19
USER_0218,2023-03-19 15:55:39,服装鞋帽,621.83,4,2487.32,5.0,支付宝,2023-03-19,2023-03,Sunday,15
USER_0180,2023-01-31 14:42:22,服装鞋帽,104.81,3,314.43,3.0,微信支付,2023-01-31,2023-01,Tuesday,14
USER_0570,2023-04-03 19:38:11,电子产品,829.16,2,1658.32,5.0,微信支付,2023-04-03,2023-04,Monday,19
USER_0233,2023-04-08 21:12:54,电子产品,2294.88875,2,6641.0175,5.0,支付宝,2023-04-08,2023-04,Saturday,21
USER_0093,2023-04-24 20:59:26,家居用品,518.41,2,1036.82,2.0,微信支付,2023-04-24,2023-04,Monday,20
USER_0023,2023-03-13 19:24:12,家居用品,594.01,2,1188.02,5.0,微信支付,2023-03-13,2023-03,Monday,19
USER_0389,2023-01-13 20:42:24,家居用品,895.3,3,2685.9,5.0,银行卡,2023-01-13,2023-01,Friday,20
USER_0549,2023-04-29 10:21:07,服装鞋帽,612.62,2,1225.24,4.0,支付宝,2023-04-29,2023-04,Saturday,10
USER_0238,2023-01-27 16:22:59,运动户外,1384.21,5,6641.0175,5.0,微信支付,2023-01-27,2023-01,Friday,16
USER_0528,2023-01-17 11:55:55,电子产品,2127.29,4,6641.0175,3.0,支付宝,2023-01-17,2023-01,Tuesday,11
USER_0444,2023-03-17 15:16:14,电子产品,2181.49,1,2181.49,4.0,微信支付,2023-03-17,2023-03,Friday,15
USER_0224,2023-01-06 18:43:42,电子产品,1748.09,1,1748.09,4.0,支付宝,2023-01-06,2023-01,Friday,18
USER_0210,2023-01-16 16:24:31,食品饮料,44.37,2,88.74,5.0,微信支付,2023-01-16,2023-01,Monday,16
USER_0501,2023-04-02 14:58:19,食品饮料,31.8,3,95.4,2.0,微信支付,2023-04-02,2023-04,Sunday,14
USER_0334,2023-02-08 13:49:33,图书音像,107.16,4,428.64,2.0,微信支付,2023-02-08,2023-02,Wednesday,13
USER_0113,2023-04-28 15:45:55,电子产品,2294.88875,4,6641.0175,4.0,支付宝,2023-04-28,2023-04,Friday,15
USER_0044,2023-04-18 09:58:09,食品饮料,143.44,3,430.32,5.0,支付宝,2023-04-18,2023-04,Tuesday,9
USER_0315,2023-02-18 12:22:31,美妆护肤,330.81,2,661.62,4.0,微信支付,2023-02-18,2023-02,Saturday,12
USER_0204,2023-03-26 16:18:02,食品饮料,128.29,2,256.58,1.0,支付宝,2023-03-26,2023-03,Sunday,16
USER_0295,2023-02-18 09:11:44,服装鞋帽,358.11,4,1432.44,3.0,支付宝,2023-02-18,2023-02,Saturday,9
USER_0536,2023-02-24 17:06:41,美妆护肤,116.56,2,233.12,2.0,微信支付,2023-02-24,2023-02,Friday,17
USER_0329,2023-01-12 11:03:35,食品饮料,63.08,5,315.4,3.0,支付宝,2023-01-12,2023-01,Thursday,11
USER_0080,2023-04-07 20:33:06,电子产品,2294.88875,2,6641.0175,4.0,支付宝,2023-04-07,2023-04,Friday,20
USER_0313,2023-03-16 10:38:03,电子产品,2294.88875,5,6641.0175,3.0,银行卡,2023-03-16,2023-03,Thursday,10
USER_0405,2023-02-13 20:18:06,服装鞋帽,681.21,3,2043.63,4.0,银行卡,2023-02-13,2023-02,Monday,20
USER_0573,2023-01-26 15:56:38,运动户外,1024.38,2,2048.76,2.0,微信支付,2023-01-26,2023-01,Thursday,15
USER_0326,2023-04-23 17:36:27,食品饮料,196.06,1,196.06,4.0,微信支付,2023-04-23,2023-04,Sunday,17
USER_0530,2023-01-10 20:10:32,服装鞋帽,412.79,3,1238.37,3.0,微信支付,2023-01-10,2023-01,Tuesday,20
USER_0475,2023-01-17 15:45:28,服装鞋帽,711.06,5,3555.3,4.0,支付宝,2023-01-17,2023-01,Tuesday,15
USER_0503,2023-03-27 13:03:35,美妆护肤,76.01,1,76.01,4.0,微信支付,2023-03-27,2023-03,Monday,13
USER_0468,2023-02-02 16:35:16,电子产品,2294.88875,4,6641.0175,5.0,支付宝,2023-02-02,2023-02,Thursday,16
USER_0520,2023-03-29 11:24:18,图书音像,153.12,2,306.24,2.0,支付宝,2023-03-29,2023-03,Wednesday,11
USER_0113,2023-04-01 21:32:04,电子产品,2294.88875,3,6641.0175,4.0,支付宝,2023-04-01,2023-04,Saturday,21
USER_0319,2023-04-23 11:47:13,电子产品,2294.88875,1,3868.63,5.0,微信支付,2023-04-23,2023-04,Sunday,11
USER_0448,2023-03-16 17:56:33,电子产品,732.42,4,2929.68,4.0,支付宝,2023-03-16,2023-03,Thursday,17
USER_0023,2023-01-27 18:56:44,电子产品,2294.88875,1,3396.85,4.0,支付宝,2023-01-27,2023-01,Friday,18
USER_0125,2023-03-20 18:07:50,服装鞋帽,443.38,3,1330.14,4.0,微信支付,2023-03-20,2023-03,Monday,18
USER_0316,2023-02-15 12:57:11,电子产品,1793.72,3,5381.16,5.0,微信支付,2023-02-15,2023-02,Wednesday,12
USER_0141,2023-01-18 17:57:55,服装鞋帽,730.15,1,730.15,4.0,支付宝,2023-01-18,2023-01,Wednesday,17
USER_0386,2023-04-12 11:42:30,家居用品,117.78,5,588.9,4.0,微信支付,2023-04-12,2023-04,Wednesday,11
USER_0138,2023-02-07 17:49:49,电子产品,2294.88875,2,6641.0175,3.0,支付宝,2023-02-07,2023-02,Tuesday,17
USER_0043,2023-01-26 15:37:29,电子产品,1551.27,1,1551.27,4.0,微信支付,2023-01-26,2023-01,Thursday,15
USER_0213,2023-01-20 21:22:20,美妆护肤,179.36,2,358.72,5.0,微信支付,2023-01-20,2023-01,Friday,21
USER_0382,2023-04-07 16:13:35,电子产品,409.94,5,2049.7,3.0,微信支付,2023-04-07,2023-04,Friday,16
USER_0438,2023-01-26 10:15:37,家居用品,256.19,3,768.57,5.0,微信支付,2023-01-26,2023-01,Thursday,10
USER_0566,2023-02-08 18:27:28,食品饮料,23.82,4,95.28,5.0,微信支付,2023-02-08,2023-02,Wednesday,18
USER_0416,2023-02-01 18:31:25,家居用品,374.86,2,749.72,5.0,支付宝,2023-02-01,2023-02,Wednesday,18
USER_0376,2023-04-13 15:51:26,服装鞋帽,394.51,1,394.51,5.0,支付宝,2023-04-13,2023-04,Thursday,15
USER_0356,2023-02-09 21:03:08,电子产品,2294.88875,3,6641.0175,5.0,支付宝,2023-02-09,2023-02,Thursday,21
USER_0048,2023-04-21 15:15:04,食品饮料,178.5,5,892.5,5.0,支付宝,2023-04-21,2023-04,Friday,15
USER_0192,2023-03-31 14:07:32,运动户外,974.5,3,2923.5,1.0,银行卡,2023-03-31,2023-03,Friday,14
USER_0504,2023-01-04 13:03:12,图书音像,20.69,2,41.38,3.0,支付宝,2023-01-04,2023-01,Wednesday,13
USER_0570,2023-03-24 17:27:34,运动户外,980.36,5,4901.8,5.0,支付宝,2023-03-24,2023-03,Friday,17
USER_0441,2023-03-10 17:57:21,食品饮料,121.6,4,486.4,3.0,支付宝,2023-03-10,2023-03,Friday,17
USER_0162,2023-03-04 17:59:48,食品饮料,124.35,2,248.7,2.0,微信支付,2023-03-04,2023-03,Saturday,17
USER_0349,2023-02-27 12:35:52,运动户外,690.1,4,2760.4,2.0,微信支付,2023-02-27,2023-02,Monday,12
